,Text,cleansing,case_folding,normalize_text,tokenization,stopword_removal,Translated
1792,efek vaksin ga mungkin kan sampe lari kemata🤣,efek vaksin ga mungkin kan sampe lari kemata ,efek vaksin ga mungkin kan sampe lari kemata ,efek vaksin gak mungkin kan sampe lari kemata,"['efek', 'vaksin', 'gak', 'mungkin', 'kan', 'sampe', 'lari', 'kemata']","['efek', 'vaksin', 'gak', 'mungkin', 'kan', 'sampe', 'lari', 'kemata']","the effect of the vaccine is impossible, right?"
1793,efek vaksin ke 3 baru berasa sue,efek vaksin ke baru berasa sue,efek vaksin ke baru berasa sue,efek vaksin ke baru berasa sue,"['efek', 'vaksin', 'ke', 'baru', 'berasa', 'sue']","['efek', 'vaksin', 'baru', 'berasa', 'sue']",the effect of the vaccine on the new taste of sue
1794,@kochengfs 2 kucingku vaksin ga ada efek apa-apa, kucingku vaksin ga ada efek apa apa, kucingku vaksin ga ada efek apa apa,kucingku vaksin gak ada efek apa apa,"['kucingku', 'vaksin', 'gak', 'ada', 'efek', 'apa', 'apa']","['kucingku', 'vaksin', 'gak', 'efek', 'apa', 'apa']",my cat the vaccine has no effect whatsoever
1795,@Lisaamartatara4 Efek  vaksin palsu, Efek vaksin palsu, efek vaksin palsu,efek vaksin palsu,"['efek', 'vaksin', 'palsu']","['efek', 'vaksin', 'palsu']",effect of fake vaccines
1796,"@real__nvd Thankyou, gpp kok cuma efek habis vaksin", Thankyou gpp kok cuma efek habis vaksin, thankyou gpp kok cuma efek habis vaksin,thankyou gapapa kok cuma efek habis vaksin,"['thankyou', 'gapapa', 'kok', 'cuma', 'efek', 'habis', 'vaksin']","['thankyou', 'gapapa', 'kok', 'cuma', 'efek', 'habis', 'vaksin']","thank you, how come it's just the effect of the vaccine running out"
1797,"@Uncle_Gober22 Ini beritanya tdk sepenuhnya benar. Orangtuanya, justru karena concern dg efek pemakaian transfusi darah pd bayi (yg blm teruji) dari pendonor yg telah divaksinasi, memohon dokter utk memakai darah dari yg tidak vaksin.", Ini beritanya tdk sepenuhnya benar Orangtuanya justru karena concern dg efek pemakaian transfusi darah pd bayi yg blm teruji dari pendonor yg telah divaksinasi memohon dokter utk memakai darah dari yg tidak vaksin , ini beritanya tdk sepenuhnya benar orangtuanya justru karena concern dg efek pemakaian transfusi darah pd bayi yg blm teruji dari pendonor yg telah divaksinasi memohon dokter utk memakai darah dari yg tidak vaksin ,ini beritanya tidak sepenuhnya benar orangtuanya justru karena concern dg efek pemakaian transfusi darah pada bayi yang belum teruji dari pendonor yang telah divaksinasi memohon dokter untuk memakai darah dari yang tidak vaksin,"['ini', 'beritanya', 'tidak', 'sepenuhnya', 'benar', 'orangtuanya', 'justru', 'karena', 'concern', 'dg', 'efek', 'pemakaian', 'transfusi', 'darah', 'pada', 'bayi', 'yang', 'belum', 'teruji', 'dari', 'pendonor', 'yang', 'telah', 'divaksinasi', 'memohon', 'dokter', 'untuk', 'memakai', 'darah', 'dari', 'yang', 'tidak', 'vaksin']","['beritanya', 'sepenuhnya', 'benar', 'orangtuanya', 'justru', 'concern', 'dg', 'efek', 'pemakaian', 'transfusi', 'darah', 'bayi', 'teruji', 'pendonor', 'divaksinasi', 'memohon', 'dokter', 'memakai', 'darah', 'vaksin']","this news is not entirely true, the parents are precisely because they are concerned about the effects of using blood transfusions on untested babies from vaccinated donors asking doctors to use blood from non-vaccines"
1798,pernah di sangka bunda aku sering ngomong sendiri karena kebanyakn vaksin smpek di buatin jamu biar efek vaksin ny ilang😔☝🏻,pernah di sangka bunda aku sering ngomong sendiri karena kebanyakn vaksin smpek di buatin jamu biar efek vaksin ny ilang ,pernah di sangka bunda aku sering ngomong sendiri karena kebanyakn vaksin smpek di buatin jamu biar efek vaksin ny ilang ,pernah di sangka bunda aku sering ngomong sendiri karena kebanyakn vaksin smpek di buatin jamu biar efek vaksin nya ilang,"['pernah', 'di', 'sangka', 'bunda', 'aku', 'sering', 'ngomong', 'sendiri', 'karena', 'kebanyakn', 'vaksin', 'smpek', 'di', 'buatin', 'jamu', 'biar', 'efek', 'vaksin', 'nya', 'ilang']","['pernah', 'sangka', 'bunda', 'aku', 'sering', 'ngomong', 'sendiri', 'kebanyakn', 'vaksin', 'smpek', 'buatin', 'jamu', 'biar', 'efek', 'vaksin', 'nya', 'ilang']",i never thought my mother would often talk to herself because most of the vaccines were made into herbal medicine so that the effect of the vaccine would disappear
1799,"enaknya bau tanah basah kena hujan, mau main hujan tp efek vaksin br kerasa🥲",enaknya bau tanah basah kena hujan mau main hujan tp efek vaksin br kerasa ,enaknya bau tanah basah kena hujan mau main hujan tp efek vaksin br kerasa ,enaknya bau tanah basah kena hujan mau main hujan tp efek vaksin br kerasa,"['enaknya', 'bau', 'tanah', 'basah', 'kena', 'hujan', 'mau', 'main', 'hujan', 'tp', 'efek', 'vaksin', 'br', 'kerasa']","['enaknya', 'bau', 'tanah', 'basah', 'kena', 'hujan', 'mau', 'main', 'hujan', 'tp', 'efek', 'vaksin', 'br', 'kerasa']",it's nice to smell like wet soil when it rains when you want to play in the rain but you can feel the effect of the vaccine
1800,@StopPlandemit Suka oleng slh satu efek vaksin, Suka oleng slh satu efek vaksin, suka oleng slh satu efek vaksin,suka oleng salah satu efek vaksin,"['suka', 'oleng', 'salah', 'satu', 'efek', 'vaksin']","['suka', 'oleng', 'salah', 'satu', 'efek', 'vaksin']",likes to shake one of the effects of the vaccine
1801,"Senator Ron Jhonson ""Efek buruk dari vaksin mRNA COVID-19 harus ditangani dengan perhatian yang sesuai ilmiah, daripada sikap tidak melihat kejahatan dari FDA dan CDC"". 

Uraa,...! https://t.co/GUljQu0X6s",Senator Ron Jhonson Efek buruk dari vaksin mRNA COVID harus ditangani dengan perhatian yang sesuai ilmiah daripada sikap tidak melihat kejahatan dari FDA dan CDC Uraa https t co ,senator ron jhonson efek buruk dari vaksin mrna covid harus ditangani dengan perhatian yang sesuai ilmiah daripada sikap tidak melihat kejahatan dari fda dan cdc uraa https t co ,senator ron jhonson efek buruk dari vaksin mrna covid harus ditangani dengan perhatian yang sesuai ilmiah daripada sikap tidak melihat kejahatan dari fda dan cdc uraa https t co,"['senator', 'ron', 'jhonson', 'efek', 'buruk', 'dari', 'vaksin', 'mrna', 'covid', 'harus', 'ditangani', 'dengan', 'perhatian', 'yang', 'sesuai', 'ilmiah', 'daripada', 'sikap', 'tidak', 'melihat', 'kejahatan', 'dari', 'fda', 'dan', 'cdc', 'uraa', 'https', 't', 'co']","['senator', 'ron', 'jhonson', 'efek', 'buruk', 'vaksin', 'mrna', 'covid', 'ditangani', 'perhatian', 'sesuai', 'ilmiah', 'sikap', 'melihat', 'kejahatan', 'fda', 'cdc', 'uraa', 'https', 't', 'co']",senator ron jhonson the adverse effects of the mrna covid vaccine should be treated with appropriate scientific attention rather than a look of indifference from the fda and cdc uraa https t co
1802,"@Boy92658723 Iya sih hbis vaksin yg itu efeknya letih lesu kecapean,trus ngantuk.

Efek bgusnya ada sensasi puas tersendiri 🤣🤣🤣", Iya sih hbis vaksin yg itu efeknya letih lesu kecapean trus ngantuk Efek bgusnya ada sensasi puas tersendiri , iya sih hbis vaksin yg itu efeknya letih lesu kecapean trus ngantuk efek bgusnya ada sensasi puas tersendiri ,iya sih hbis vaksin yang itu efeknya letih lesu kecapean terus ngantuk efek bgusnya ada sensasi puas tersendiri,"['iya', 'sih', 'hbis', 'vaksin', 'yang', 'itu', 'efeknya', 'letih', 'lesu', 'kecapean', 'terus', 'ngantuk', 'efek', 'bgusnya', 'ada', 'sensasi', 'puas', 'tersendiri']","['iya', 'sih', 'hbis', 'vaksin', 'efeknya', 'letih', 'lesu', 'kecapean', 'terus', 'ngantuk', 'efek', 'bgusnya', 'sensasi', 'puas', 'tersendiri']","yes, after the vaccine, the effect is tired, lethargic, tired and sleepy, the good effect is that there is a feeling of satisfaction in itself"
1803,@giffu09 @kochengfs Oh iya mungkin bisa efek vaksin juga kok nder. Atau kalo pengen lebih tenang bisa ditanyain ke dokternya sii. Sehat2 terus yaa semoga kucingnyaa💙, Oh iya mungkin bisa efek vaksin juga kok nder Atau kalo pengen lebih tenang bisa ditanyain ke dokternya sii terus yaa semoga kucingnyaa , oh iya mungkin bisa efek vaksin juga kok nder atau kalo pengen lebih tenang bisa ditanyain ke dokternya sii terus yaa semoga kucingnyaa ,oh iya mungkin bisa efek vaksin juga kok nder atau kalo pengen lebih tenang bisa ditanyain ke dokternya sii terus ya semoga kucingnyaa,"['oh', 'iya', 'mungkin', 'bisa', 'efek', 'vaksin', 'juga', 'kok', 'nder', 'atau', 'kalo', 'pengen', 'lebih', 'tenang', 'bisa', 'ditanyain', 'ke', 'dokternya', 'sii', 'terus', 'ya', 'semoga', 'kucingnyaa']","['iya', 'mungkin', 'efek', 'vaksin', 'kok', 'nder', 'kalo', 'pengen', 'lebih', 'tenang', 'ditanyain', 'dokternya', 'sii', 'terus', 'semoga', 'kucingnyaa']","oh yeah, maybe the effect of the vaccine can be too, really or if you want to be calmer, you can ask the doctor, okay, i hope it's a cat"
1804,"@h0miiieeee @kochengfs Hi aku sendernya. Kucingku keduanya vaksin F4 tgl 30 November kmrin. Apa ini efek vaksin juga ya 😭  masih doyan makan minum, tapi emang gak se bar bar sebelum vaksin", Hi aku sendernya Kucingku keduanya vaksin tgl November kmrin Apa ini efek vaksin juga ya masih doyan makan minum tapi emang gak se bar bar sebelum vaksin, hi aku sendernya kucingku keduanya vaksin tgl november kmrin apa ini efek vaksin juga ya masih doyan makan minum tapi emang gak se bar bar sebelum vaksin,hi aku sendernya kucingku keduanya vaksin tgl november kemarin apa ini efek vaksin juga ya masih doyan makan minum tapi emang gak se bar bar sebelum vaksin,"['hi', 'aku', 'sendernya', 'kucingku', 'keduanya', 'vaksin', 'tgl', 'november', 'kemarin', 'apa', 'ini', 'efek', 'vaksin', 'juga', 'ya', 'masih', 'doyan', 'makan', 'minum', 'tapi', 'emang', 'gak', 'se', 'bar', 'bar', 'sebelum', 'vaksin']","['hi', 'aku', 'sendernya', 'kucingku', 'keduanya', 'vaksin', 'tgl', 'november', 'kemarin', 'apa', 'efek', 'vaksin', 'doyan', 'makan', 'minum', 'emang', 'gak', 'se', 'bar', 'bar', 'vaksin']","hi, i sent my cat both vaccines last november. is this the effect of the vaccine too? yes, i still like to eat and drink, but it's really not as good as before the vaccine"
1805,"@sbyfess Ini yg nyarankan vaksin tembak ae opo yo gak mikir efek e yo? Lek covid beneran balik maneh, lek keluargamu tenan kena dan meninggal, or at least menghormati lah wong2 sg ditinggal meninggal keluargae karena covid.", Ini yg nyarankan vaksin tembak ae opo yo gak mikir efek e yo Lek covid beneran balik maneh lek keluargamu tenan kena dan meninggal or at least menghormati lah sg ditinggal meninggal keluargae karena covid , ini yg nyarankan vaksin tembak ae opo yo gak mikir efek e yo lek covid beneran balik maneh lek keluargamu tenan kena dan meninggal or at least menghormati lah sg ditinggal meninggal keluargae karena covid ,ini yang nyarankan vaksin tembak ae opo yo gak mikir efek e yo lek covid beneran balik maneh lek keluargamu tenan kena dan meninggal or at least menghormati lah sg ditinggal meninggal keluargae karena covid,"['ini', 'yang', 'nyarankan', 'vaksin', 'tembak', 'ae', 'opo', 'yo', 'gak', 'mikir', 'efek', 'e', 'yo', 'lek', 'covid', 'beneran', 'balik', 'maneh', 'lek', 'keluargamu', 'tenan', 'kena', 'dan', 'meninggal', 'or', 'at', 'least', 'menghormati', 'lah', 'sg', 'ditinggal', 'meninggal', 'keluargae', 'karena', 'covid']","['nyarankan', 'vaksin', 'tembak', 'ae', 'opo', 'yo', 'gak', 'mikir', 'efek', 'e', 'yo', 'lek', 'covid', 'beneran', 'balik', 'maneh', 'lek', 'keluargamu', 'tenan', 'kena', 'meninggal', 'or', 'at', 'least', 'menghormati', 'lah', 'sg', 'ditinggal', 'meninggal', 'keluargae', 'covid']",this is what suggests the shot vaccine ae opo yo don't think about the effects of e yo lek covid really comes back maneh lek your family really gets hit and dies or at least respect sg because his family died because of covid
1806,@kochengfs Iyaa tapi kalo anak ku karena efek setelah vaksin., Iyaa tapi kalo anak ku karena efek setelah vaksin , iyaa tapi kalo anak ku karena efek setelah vaksin ,iya tapi kalo anak ku karena efek setelah vaksin,"['iya', 'tapi', 'kalo', 'anak', 'ku', 'karena', 'efek', 'setelah', 'vaksin']","['iya', 'kalo', 'anak', 'ku', 'efek', 'vaksin']","yes, but my child is due to the effects after the vaccine"
1807,"@perikertas17 @kochengfs Apakah ini efek vaksin ya 😭 kucing ku dua duanya lesu banget mana yg satu tiba tiba diare . Jarang makan, jarang pup, sering tidur, gak mau jingkrak jingkrak. Btw kucingku vaksin F4 tgl 30 November", Apakah ini efek vaksin ya kucing ku dua duanya lesu banget mana yg satu tiba tiba diare Jarang makan jarang pup sering tidur gak mau jingkrak jingkrak Btw kucingku vaksin tgl November, apakah ini efek vaksin ya kucing ku dua duanya lesu banget mana yg satu tiba tiba diare jarang makan jarang pup sering tidur gak mau jingkrak jingkrak btw kucingku vaksin tgl november,apakah ini efek vaksin ya kucing ku dua duanya lesu banget mana yang satu tiba tiba diare jarang makan jarang pup sering tidur gak mau jingkrak jingkrak btw kucingku vaksin tgl november,"['apakah', 'ini', 'efek', 'vaksin', 'ya', 'kucing', 'ku', 'dua', 'duanya', 'lesu', 'banget', 'mana', 'yang', 'satu', 'tiba', 'tiba', 'diare', 'jarang', 'makan', 'jarang', 'pup', 'sering', 'tidur', 'gak', 'mau', 'jingkrak', 'jingkrak', 'btw', 'kucingku', 'vaksin', 'tgl', 'november']","['efek', 'vaksin', 'kucing', 'ku', 'duanya', 'lesu', 'banget', 'mana', 'satu', 'tiba', 'tiba', 'diare', 'jarang', 'makan', 'jarang', 'pup', 'sering', 'tidur', 'gak', 'mau', 'jingkrak', 'jingkrak', 'btw', 'kucingku', 'vaksin', 'tgl', 'november']","is this the effect of the vaccine, both of my cats are both very lethargic, which one suddenly has diarrhea, rarely eats, rarely poops, often sleeps, doesn't want to prance, btw, my cat got the vaccine on november"
1808,Efek vaksin booster 1 parah banget yaAllah. Tangan kiri gua sakit banget sama kaku ditambah meriang juga,Efek vaksin booster parah banget yaAllah Tangan kiri gua sakit banget sama kaku ditambah meriang juga,efek vaksin booster parah banget yaallah tangan kiri gua sakit banget sama kaku ditambah meriang juga,efek vaksin booster parah banget yaallah tangan kiri gue sakit banget sama kaku ditambah meriang juga,"['efek', 'vaksin', 'booster', 'parah', 'banget', 'yaallah', 'tangan', 'kiri', 'gue', 'sakit', 'banget', 'sama', 'kaku', 'ditambah', 'meriang', 'juga']","['efek', 'vaksin', 'booster', 'parah', 'banget', 'yaallah', 'tangan', 'kiri', 'gue', 'sakit', 'banget', 'sama', 'kaku', 'ditambah', 'meriang']","the effect of the booster vaccine is really bad, oh my god, my left hand is really sore and stiff plus feverish too"
1809,"tiba2 bangun karena kedinginan.. ga tahu ini krn ac 20°( knp juga gw setel sgini, boasa juga ga pernah), flu like symptoms pms atau efek vaksin atau emang kurang minum (liat bibir kering kerontang)..", bangun karena kedinginan ga tahu ini krn ac knp juga gw setel sgini boasa juga ga pernah flu like symptoms pms atau efek vaksin atau emang kurang minum liat bibir kering kerontang , bangun karena kedinginan ga tahu ini krn ac knp juga gw setel sgini boasa juga ga pernah flu like symptoms pms atau efek vaksin atau emang kurang minum liat bibir kering kerontang ,bangun karena kedinginan gak tahu ini karena ac kenapa juga gue setel sgini boasa juga gak pernah flu like symptoms pms atau efek vaksin atau emang kurang minum liat bibir kering kerontang,"['bangun', 'karena', 'kedinginan', 'gak', 'tahu', 'ini', 'karena', 'ac', 'kenapa', 'juga', 'gue', 'setel', 'sgini', 'boasa', 'juga', 'gak', 'pernah', 'flu', 'like', 'symptoms', 'pms', 'atau', 'efek', 'vaksin', 'atau', 'emang', 'kurang', 'minum', 'liat', 'bibir', 'kering', 'kerontang']","['bangun', 'kedinginan', 'gak', 'tahu', 'ac', 'gue', 'setel', 'sgini', 'boasa', 'gak', 'pernah', 'flu', 'like', 'symptoms', 'pms', 'efek', 'vaksin', 'emang', 'kurang', 'minum', 'liat', 'bibir', 'kering', 'kerontang']","i woke up because i was cold, i didn't know this was because of the air conditioner, why did i set it this way, it's fine, i've never had the flu, like pms symptoms or the effects of vaccines or i don't really drink enough to see dry, chapped lips"
1810,DeSantis mengatakan negara akan 'meminta pertanggungjawaban produsen vaksin' atas dugaan efek samping COVID vax.,DeSantis mengatakan negara akan meminta pertanggungjawaban produsen vaksin atas dugaan efek samping COVID vax ,desantis mengatakan negara akan meminta pertanggungjawaban produsen vaksin atas dugaan efek samping covid vax ,desantis mengatakan negara akan meminta pertanggungjawaban produsen vaksin atas dugaan efek samping covid vax,"['desantis', 'mengatakan', 'negara', 'akan', 'meminta', 'pertanggungjawaban', 'produsen', 'vaksin', 'atas', 'dugaan', 'efek', 'samping', 'covid', 'vax']","['desantis', 'mengatakan', 'negara', 'meminta', 'pertanggungjawaban', 'produsen', 'vaksin', 'atas', 'dugaan', 'efek', 'samping', 'covid', 'vax']",desantis said the state would hold vaccine manufacturers accountable for alleged side effects of the covid vax
1811,"@Ndoro68295960 @Sejulfica1 @StopPlandemit @adit_youtuber Wkwkwk emg pelajaran itu gk bs dipelajari byk jurnal bs dibaca kok tes msk dokter kan bkn pake ilmu kedokteran 😂
Cari aja efek thiomersal pd vaksin atau cari adjuvant dlm vaksin cek aja satu2 itu isinya apa efek sampingnya blm lg efek samping dr virusnya 😂", Wkwkwk emg pelajaran itu gk bs dipelajari byk jurnal bs dibaca kok tes msk dokter kan bkn pake ilmu kedokteran Cari aja efek thiomersal pd vaksin atau cari adjuvant dlm vaksin cek aja itu isinya apa efek sampingnya blm lg efek samping dr virusnya , wkwkwk emg pelajaran itu gk bs dipelajari byk jurnal bs dibaca kok tes msk dokter kan bkn pake ilmu kedokteran cari aja efek thiomersal pd vaksin atau cari adjuvant dlm vaksin cek aja itu isinya apa efek sampingnya blm lg efek samping dr virusnya ,wkwkwk emg pelajaran itu gak bisa dipelajari banyak jurnal bisa dibaca kok tes masuk dokter kan bukan pake ilmu kedokteran cari aja efek thiomersal pada vaksin atau cari adjuvant dlm vaksin cek aja itu isinya apa efek sampingnya belum lagi efek samping dr virusnya,"['wkwkwk', 'emg', 'pelajaran', 'itu', 'gak', 'bisa', 'dipelajari', 'banyak', 'jurnal', 'bisa', 'dibaca', 'kok', 'tes', 'masuk', 'dokter', 'kan', 'bukan', 'pake', 'ilmu', 'kedokteran', 'cari', 'aja', 'efek', 'thiomersal', 'pada', 'vaksin', 'atau', 'cari', 'adjuvant', 'dlm', 'vaksin', 'cek', 'aja', 'itu', 'isinya', 'apa', 'efek', 'sampingnya', 'belum', 'lagi', 'efek', 'samping', 'dr', 'virusnya']","['wkwkwk', 'emg', 'pelajaran', 'gak', 'dipelajari', 'banyak', 'jurnal', 'dibaca', 'kok', 'tes', 'masuk', 'dokter', 'kan', 'bukan', 'pake', 'ilmu', 'kedokteran', 'cari', 'aja', 'efek', 'thiomersal', 'vaksin', 'cari', 'adjuvant', 'dlm', 'vaksin', 'cek', 'aja', 'isinya', 'apa', 'efek', 'sampingnya', 'efek', 'samping', 'dr', 'virusnya']","wow, that lesson can't be studied, lots of journals you can read."
