,Text,cleansing,case_folding,normalize_text,tokenization,stopword_removal
1650,"@arimandor @kangronee @MprAldo @DokterTifa Jangan pernah gadaikan kesehatan anda dengan vaksin. Cairan vaksin yang disuntikkan kedalam tubuh akan bercampur dengan darah yang akan mengalir ke seluruh tubuh dan akan memiliki efek: gagal ginjal, gagal jantung, pembekuan darah diotak dan lain-lain. #ItuFakta", Jangan pernah gadaikan kesehatan anda dengan vaksin Cairan vaksin yang disuntikkan kedalam tubuh akan bercampur dengan darah yang akan mengalir ke seluruh tubuh dan akan memiliki efek gagal ginjal gagal jantung pembekuan darah diotak dan lain lain , jangan pernah gadaikan kesehatan anda dengan vaksin cairan vaksin yang disuntikkan kedalam tubuh akan bercampur dengan darah yang akan mengalir ke seluruh tubuh dan akan memiliki efek gagal ginjal gagal jantung pembekuan darah diotak dan lain lain ,jangan pernah gadaikan kesehatan anda dengan vaksin cairan vaksin yang disuntikkan kedalam tubuh akan bercampur dengan darah yang akan mengalir ke seluruh tubuh dan akan memiliki efek gagal ginjal gagal jantung pembekuan darah diotak dan lain lain,"['jangan', 'pernah', 'gadaikan', 'kesehatan', 'anda', 'dengan', 'vaksin', 'cairan', 'vaksin', 'yang', 'disuntikkan', 'kedalam', 'tubuh', 'akan', 'bercampur', 'dengan', 'darah', 'yang', 'akan', 'mengalir', 'ke', 'seluruh', 'tubuh', 'dan', 'akan', 'memiliki', 'efek', 'gagal', 'ginjal', 'gagal', 'jantung', 'pembekuan', 'darah', 'diotak', 'dan', 'lain', 'lain']","['jangan', 'pernah', 'gadaikan', 'kesehatan', 'vaksin', 'cairan', 'vaksin', 'disuntikkan', 'kedalam', 'tubuh', 'bercampur', 'darah', 'mengalir', 'seluruh', 'tubuh', 'memiliki', 'efek', 'gagal', 'ginjal', 'gagal', 'jantung', 'pembekuan', 'darah', 'diotak']"
1651,"@kangronee @DokterTifa @MprAldo Jangan pernah gadaikan kesehatan anda dengan vaksin. Cairan vaksin yang disuntikkan kedalam tubuh akan bercampur dengan darah yang akan mengalir ke seluruh tubuh dan akan memiliki efek: gagal ginjal, gagal jantung, pembekuan darah diotak dan lain-lain. #ItuFakta", Jangan pernah gadaikan kesehatan anda dengan vaksin Cairan vaksin yang disuntikkan kedalam tubuh akan bercampur dengan darah yang akan mengalir ke seluruh tubuh dan akan memiliki efek gagal ginjal gagal jantung pembekuan darah diotak dan lain lain , jangan pernah gadaikan kesehatan anda dengan vaksin cairan vaksin yang disuntikkan kedalam tubuh akan bercampur dengan darah yang akan mengalir ke seluruh tubuh dan akan memiliki efek gagal ginjal gagal jantung pembekuan darah diotak dan lain lain ,jangan pernah gadaikan kesehatan anda dengan vaksin cairan vaksin yang disuntikkan kedalam tubuh akan bercampur dengan darah yang akan mengalir ke seluruh tubuh dan akan memiliki efek gagal ginjal gagal jantung pembekuan darah diotak dan lain lain,"['jangan', 'pernah', 'gadaikan', 'kesehatan', 'anda', 'dengan', 'vaksin', 'cairan', 'vaksin', 'yang', 'disuntikkan', 'kedalam', 'tubuh', 'akan', 'bercampur', 'dengan', 'darah', 'yang', 'akan', 'mengalir', 'ke', 'seluruh', 'tubuh', 'dan', 'akan', 'memiliki', 'efek', 'gagal', 'ginjal', 'gagal', 'jantung', 'pembekuan', 'darah', 'diotak', 'dan', 'lain', 'lain']","['jangan', 'pernah', 'gadaikan', 'kesehatan', 'vaksin', 'cairan', 'vaksin', 'disuntikkan', 'kedalam', 'tubuh', 'bercampur', 'darah', 'mengalir', 'seluruh', 'tubuh', 'memiliki', 'efek', 'gagal', 'ginjal', 'gagal', 'jantung', 'pembekuan', 'darah', 'diotak']"
1652,"Lemah, letih, lesu, kukira efek vaksin ternyata efek mencintaimu @xcgarettss",Lemah letih lesu kukira efek vaksin ternyata efek mencintaimu ,lemah letih lesu kukira efek vaksin ternyata efek mencintaimu ,lemah letih lesu kukira efek vaksin ternyata efek mencintaimu,"['lemah', 'letih', 'lesu', 'kukira', 'efek', 'vaksin', 'ternyata', 'efek', 'mencintaimu']","['lemah', 'letih', 'lesu', 'kukira', 'efek', 'vaksin', 'ternyata', 'efek', 'mencintaimu']"
1653,"Cina Stop Publikasi Data Covid-19, Foto Bercak Putih Paru-paru Viral 

Apakah ini efek samping dr vaksin 🙄 https://t.co/Sz66gFEwo4 lewat @beritasatu",Cina Stop Publikasi Data Covid Foto Bercak Putih Paru paru Viral Apakah ini efek samping dr vaksin https t co lewat ,cina stop publikasi data covid foto bercak putih paru paru viral apakah ini efek samping dr vaksin https t co lewat ,cina stop publikasi data covid foto bercak putih paru paru viral apakah ini efek samping dr vaksin https t co lewat,"['cina', 'stop', 'publikasi', 'data', 'covid', 'foto', 'bercak', 'putih', 'paru', 'paru', 'viral', 'apakah', 'ini', 'efek', 'samping', 'dr', 'vaksin', 'https', 't', 'co', 'lewat']","['cina', 'stop', 'publikasi', 'data', 'covid', 'foto', 'bercak', 'putih', 'paru', 'paru', 'viral', 'efek', 'samping', 'dr', 'vaksin', 'https', 't', 'co', 'lewat']"
1654,"@oxfara Penasaran jg,adakah penelitian, yang membahas tentang efek vaksin? Di circle gw, ada sakit yg rada rada aneh  kawan gw hbis vaksin, skrg kalo ngomong kek ada batuk yg keseret seret gt", Penasaran jg adakah penelitian yang membahas tentang efek vaksin Di circle gw ada sakit yg rada rada aneh kawan gw hbis vaksin skrg kalo ngomong kek ada batuk yg keseret seret gt, penasaran jg adakah penelitian yang membahas tentang efek vaksin di circle gw ada sakit yg rada rada aneh kawan gw hbis vaksin skrg kalo ngomong kek ada batuk yg keseret seret gt,penasaran jg adakah penelitian yang membahas tentang efek vaksin di circle gue ada sakit yang rada rada aneh kawan gue hbis vaksin sekarang kalo ngomong kek ada batuk yang keseret seret gitu,"['penasaran', 'jg', 'adakah', 'penelitian', 'yang', 'membahas', 'tentang', 'efek', 'vaksin', 'di', 'circle', 'gue', 'ada', 'sakit', 'yang', 'rada', 'rada', 'aneh', 'kawan', 'gue', 'hbis', 'vaksin', 'sekarang', 'kalo', 'ngomong', 'kek', 'ada', 'batuk', 'yang', 'keseret', 'seret', 'gitu']","['penasaran', 'jg', 'adakah', 'penelitian', 'membahas', 'efek', 'vaksin', 'circle', 'gue', 'sakit', 'rada', 'rada', 'aneh', 'kawan', 'gue', 'hbis', 'vaksin', 'sekarang', 'kalo', 'ngomong', 'kek', 'batuk', 'keseret', 'seret', 'gitu']"
1655,@oxfara Efek vaksin (?) 🤣, Efek vaksin , efek vaksin ,efek vaksin,"['efek', 'vaksin']","['efek', 'vaksin']"
1656,Iya bener. Ngaruh efek samping vaksin gasih. Semenjak vaksin deh kayaknya. Ya pokoknya berkaitan sama pandemi deh,Iya bener Ngaruh efek samping vaksin gasih Semenjak vaksin deh kayaknya Ya pokoknya berkaitan sama pandemi deh,iya bener ngaruh efek samping vaksin gasih semenjak vaksin deh kayaknya ya pokoknya berkaitan sama pandemi deh,iya benar ngaruh efek samping vaksin gasih semenjak vaksin deh kayanya ya pokoknya berkaitan sama pandemi deh,"['iya', 'benar', 'ngaruh', 'efek', 'samping', 'vaksin', 'gasih', 'semenjak', 'vaksin', 'deh', 'kayanya', 'ya', 'pokoknya', 'berkaitan', 'sama', 'pandemi', 'deh']","['iya', 'benar', 'ngaruh', 'efek', 'samping', 'vaksin', 'gasih', 'semenjak', 'vaksin', 'deh', 'kayanya', 'pokoknya', 'berkaitan', 'sama', 'pandemi', 'deh']"
1657,"@StopPlandemit @kiki_amalia @SekarPandann @oxfara Kok harus ditanya bawaan, biasanya orang antivax langsung buat konspirasi nggak peduli ada penyakit bawaan, yang penting kalo habis vaksin sakit berarti efek vaksin :(", Kok harus ditanya bawaan biasanya orang antivax langsung buat konspirasi nggak peduli ada penyakit bawaan yang penting kalo habis vaksin sakit berarti efek vaksin , kok harus ditanya bawaan biasanya orang antivax langsung buat konspirasi nggak peduli ada penyakit bawaan yang penting kalo habis vaksin sakit berarti efek vaksin ,kok harus ditanya bawaan biasanya orang antivax langsung buat konspirasi gak peduli ada penyakit bawaan yang penting kalo habis vaksin sakit berarti efek vaksin,"['kok', 'harus', 'ditanya', 'bawaan', 'biasanya', 'orang', 'antivax', 'langsung', 'buat', 'konspirasi', 'gak', 'peduli', 'ada', 'penyakit', 'bawaan', 'yang', 'penting', 'kalo', 'habis', 'vaksin', 'sakit', 'berarti', 'efek', 'vaksin']","['kok', 'ditanya', 'bawaan', 'biasanya', 'orang', 'antivax', 'langsung', 'buat', 'konspirasi', 'gak', 'peduli', 'penyakit', 'bawaan', 'penting', 'kalo', 'habis', 'vaksin', 'sakit', 'berarti', 'efek', 'vaksin']"
1658,Kerjaan bnyak + efek vaksin,Kerjaan bnyak efek vaksin,kerjaan bnyak efek vaksin,kerjaan banyak efek vaksin,"['kerjaan', 'banyak', 'efek', 'vaksin']","['kerjaan', 'banyak', 'efek', 'vaksin']"
1659,"@m_xherdan Gw ga vaksin, bukan ga dukung program pemerintah, tapi Krn tidak ada yg bertanggung jawab atas efek samping pasca vaksin.", Gw ga vaksin bukan ga dukung program pemerintah tapi Krn tidak ada yg bertanggung jawab atas efek samping pasca vaksin , gw ga vaksin bukan ga dukung program pemerintah tapi krn tidak ada yg bertanggung jawab atas efek samping pasca vaksin ,gue gak vaksin bukan gak dukung program pemerintah tapi karena tidak ada yang bertanggung jawab atas efek samping pasca vaksin,"['gue', 'gak', 'vaksin', 'bukan', 'gak', 'dukung', 'program', 'pemerintah', 'tapi', 'karena', 'tidak', 'ada', 'yang', 'bertanggung', 'jawab', 'atas', 'efek', 'samping', 'pasca', 'vaksin']","['gue', 'gak', 'vaksin', 'bukan', 'gak', 'dukung', 'program', 'pemerintah', 'bertanggung', 'jawab', 'atas', 'efek', 'samping', 'pasca', 'vaksin']"
1660,"@SekarPandann @oxfara @rahayuuuuu_ Ku juga mikir gitu, apa karna efek vaksin? Soalnya sebelum &amp; sesudah vaksin reaksi ditubuh beda bgt. Dulu kebal bgt, skrg kaya gampang sakit, batpil, sakit kepala, gampang pegel"". Mana sering &amp; susah sembuh :(", Ku juga mikir gitu apa karna efek vaksin Soalnya sebelum sesudah vaksin reaksi ditubuh beda bgt Dulu kebal bgt skrg kaya gampang sakit batpil sakit kepala gampang pegel Mana sering susah sembuh , ku juga mikir gitu apa karna efek vaksin soalnya sebelum sesudah vaksin reaksi ditubuh beda bgt dulu kebal bgt skrg kaya gampang sakit batpil sakit kepala gampang pegel mana sering susah sembuh ,ku juga mikir gitu apa karena efek vaksin soalnya sebelum sesudah vaksin reaksi ditubuh beda banget dulu kebal banget sekarang kaya gampang sakit batpil sakit kepala gampang pegel mana sering susah sembuh,"['ku', 'juga', 'mikir', 'gitu', 'apa', 'karena', 'efek', 'vaksin', 'soalnya', 'sebelum', 'sesudah', 'vaksin', 'reaksi', 'ditubuh', 'beda', 'banget', 'dulu', 'kebal', 'banget', 'sekarang', 'kaya', 'gampang', 'sakit', 'batpil', 'sakit', 'kepala', 'gampang', 'pegel', 'mana', 'sering', 'susah', 'sembuh']","['ku', 'mikir', 'gitu', 'apa', 'efek', 'vaksin', 'soalnya', 'vaksin', 'reaksi', 'ditubuh', 'beda', 'banget', 'dulu', 'kebal', 'banget', 'sekarang', 'kaya', 'gampang', 'sakit', 'batpil', 'sakit', 'kepala', 'gampang', 'pegel', 'mana', 'sering', 'susah', 'sembuh']"
1661,@oxfara Efek samping vaksin kali, Efek samping vaksin kali, efek samping vaksin kali,efek samping vaksin kali,"['efek', 'samping', 'vaksin', 'kali']","['efek', 'samping', 'vaksin', 'kali']"
1662,"@kurodai556 Yg ane rasain gitu sih. Setelah vaksin nungguin efek sampingnya, gak terasa apa2 😅", Yg ane rasain gitu sih Setelah vaksin nungguin efek sampingnya gak terasa , yg ane rasain gitu sih setelah vaksin nungguin efek sampingnya gak terasa ,yang saya rasain gitu sih setelah vaksin nungguin efek sampingnya gak terasa,"['yang', 'saya', 'rasain', 'gitu', 'sih', 'setelah', 'vaksin', 'nungguin', 'efek', 'sampingnya', 'gak', 'terasa']","['rasain', 'gitu', 'sih', 'vaksin', 'nungguin', 'efek', 'sampingnya', 'gak', 'terasa']"
1663,"@oxfara Efek vaksin kali, dok.", Efek vaksin kali dok , efek vaksin kali dok ,efek vaksin kali dok,"['efek', 'vaksin', 'kali', 'dok']","['efek', 'vaksin', 'kali', 'dok']"
1664,@madmedmad_ sy gak vaksin. dari 2019 malah gak pernah batuk pilek. efek pakai masker dan rajin cuci tangan kali ya., sy gak vaksin dari malah gak pernah batuk pilek efek pakai masker dan rajin cuci tangan kali ya , sy gak vaksin dari malah gak pernah batuk pilek efek pakai masker dan rajin cuci tangan kali ya ,saya gak vaksin dari malah gak pernah batuk pilek efek pakai masker dan rajin cuci tangan kali ya,"['saya', 'gak', 'vaksin', 'dari', 'malah', 'gak', 'pernah', 'batuk', 'pilek', 'efek', 'pakai', 'masker', 'dan', 'rajin', 'cuci', 'tangan', 'kali', 'ya']","['gak', 'vaksin', 'malah', 'gak', 'pernah', 'batuk', 'pilek', 'efek', 'pakai', 'masker', 'rajin', 'cuci', 'tangan', 'kali']"
1665,@pentolism @pledis_17 hahahah suntik vitamin itu meeee kemaren abis vaksin soalnya😭😭 lumayan dah efek vaksin bikin drop badan😭😭, hahahah suntik vitamin itu meeee kemaren abis vaksin soalnya lumayan dah efek vaksin bikin drop badan , hahahah suntik vitamin itu meeee kemaren abis vaksin soalnya lumayan dah efek vaksin bikin drop badan ,hahaha suntik vitamin itu meeee kemarin habis vaksin soalnya lumayan dah efek vaksin bikin drop badan,"['hahaha', 'suntik', 'vitamin', 'itu', 'meeee', 'kemarin', 'habis', 'vaksin', 'soalnya', 'lumayan', 'dah', 'efek', 'vaksin', 'bikin', 'drop', 'badan']","['hahaha', 'suntik', 'vitamin', 'meeee', 'kemarin', 'habis', 'vaksin', 'soalnya', 'lumayan', 'dah', 'efek', 'vaksin', 'bikin', 'drop', 'badan']"
1666,"Lah iyaak bener dok, apa karena efek vaksin atau faktor cuaca &amp; kebanyakan konsumsi es terus kali ini",Lah iyaak bener dok apa karena efek vaksin atau faktor cuaca kebanyakan konsumsi es terus kali ini,lah iyaak bener dok apa karena efek vaksin atau faktor cuaca kebanyakan konsumsi es terus kali ini,lah iyaak benar dok apa karena efek vaksin atau faktor cuaca kebanyakan konsumsi es terus kali ini,"['lah', 'iyaak', 'benar', 'dok', 'apa', 'karena', 'efek', 'vaksin', 'atau', 'faktor', 'cuaca', 'kebanyakan', 'konsumsi', 'es', 'terus', 'kali', 'ini']","['lah', 'iyaak', 'benar', 'dok', 'apa', 'efek', 'vaksin', 'faktor', 'cuaca', 'kebanyakan', 'konsumsi', 'es', 'terus', 'kali']"
1667,"@oxfara Saya malah semenjak pandemi jadi jarang sakit flu batuk pilek dsb, kalau sebelum pandemi ujan dikit pasti flu. Mungkin efek vaksin dan masker kali ya", Saya malah semenjak pandemi jadi jarang sakit flu batuk pilek dsb kalau sebelum pandemi ujan dikit pasti flu Mungkin efek vaksin dan masker kali ya, saya malah semenjak pandemi jadi jarang sakit flu batuk pilek dsb kalau sebelum pandemi ujan dikit pasti flu mungkin efek vaksin dan masker kali ya,saya malah semenjak pandemi jadi jarang sakit flu batuk pilek dsb kalau sebelum pandemi ujan dikit pasti flu mungkin efek vaksin dan masker kali ya,"['saya', 'malah', 'semenjak', 'pandemi', 'jadi', 'jarang', 'sakit', 'flu', 'batuk', 'pilek', 'dsb', 'kalau', 'sebelum', 'pandemi', 'ujan', 'dikit', 'pasti', 'flu', 'mungkin', 'efek', 'vaksin', 'dan', 'masker', 'kali', 'ya']","['malah', 'semenjak', 'pandemi', 'jadi', 'jarang', 'sakit', 'flu', 'batuk', 'pilek', 'kalau', 'pandemi', 'ujan', 'dikit', 'flu', 'mungkin', 'efek', 'vaksin', 'masker', 'kali']"
1668,@thinkaboutjun @pledis_17 efek vaksin kaaa😭😭😭 jadi ngedrop😭 itu lagi suntik vitamin kokk mudah2an bisa langsung cepet membaik deh😭😭, efek vaksin kaaa jadi ngedrop itu lagi suntik vitamin kokk bisa langsung cepet membaik deh , efek vaksin kaaa jadi ngedrop itu lagi suntik vitamin kokk bisa langsung cepet membaik deh ,efek vaksin kaaa jadi ngedrop itu lagi suntik vitamin kokk bisa langsung cepat membaik deh,"['efek', 'vaksin', 'kaaa', 'jadi', 'ngedrop', 'itu', 'lagi', 'suntik', 'vitamin', 'kokk', 'bisa', 'langsung', 'cepat', 'membaik', 'deh']","['efek', 'vaksin', 'kaaa', 'jadi', 'ngedrop', 'suntik', 'vitamin', 'kokk', 'langsung', 'cepat', 'membaik', 'deh']"
1669,"@StopPlandemit Dan mereka tak akan pernah meneliti vaksin yg di suntikkan , semuanya adalah efek vaksin yg si suntikkan. Lebih baik ngarang2 cerita buat membenarkan vaksin. Tak akan berani yg menyalahkan vaksin https://t.co/GtjWOYQ3yA", Dan mereka tak akan pernah meneliti vaksin yg di suntikkan semuanya adalah efek vaksin yg si suntikkan Lebih baik cerita buat membenarkan vaksin Tak akan berani yg menyalahkan vaksin https t co , dan mereka tak akan pernah meneliti vaksin yg di suntikkan semuanya adalah efek vaksin yg si suntikkan lebih baik cerita buat membenarkan vaksin tak akan berani yg menyalahkan vaksin https t co ,dan mereka tak akan pernah meneliti vaksin yang di suntikkan semuanya adalah efek vaksin yang si suntikkan lebih baik cerita buat membenarkan vaksin tak akan berani yang menyalahkan vaksin https t co,"['dan', 'mereka', 'tak', 'akan', 'pernah', 'meneliti', 'vaksin', 'yang', 'di', 'suntikkan', 'semuanya', 'adalah', 'efek', 'vaksin', 'yang', 'si', 'suntikkan', 'lebih', 'baik', 'cerita', 'buat', 'membenarkan', 'vaksin', 'tak', 'akan', 'berani', 'yang', 'menyalahkan', 'vaksin', 'https', 't', 'co']","['tak', 'pernah', 'meneliti', 'vaksin', 'suntikkan', 'semuanya', 'efek', 'vaksin', 'si', 'suntikkan', 'lebih', 'baik', 'cerita', 'buat', 'membenarkan', 'vaksin', 'tak', 'berani', 'menyalahkan', 'vaksin', 'https', 't', 'co']"
1670,"kemeng lenganku knp ya, emg efek vaksin",kemeng lenganku knp ya emg efek vaksin,kemeng lenganku knp ya emg efek vaksin,kemeng lenganku kenapa ya emg efek vaksin,"['kemeng', 'lenganku', 'kenapa', 'ya', 'emg', 'efek', 'vaksin']","['kemeng', 'lenganku', 'emg', 'efek', 'vaksin']"
1671,"@ssw_sat Masuk ke tubuh kan, maksudnya ? 
Nah, jadi kalo ada yg menuntut ganti rugi karena efek busuk vaksin atau minta ditanggung biaya pengobatan akibat suntikan vaksin covid ya gak ada dananya....", Masuk ke tubuh kan maksudnya Nah jadi kalo ada yg menuntut ganti rugi karena efek busuk vaksin atau minta ditanggung biaya pengobatan akibat suntikan vaksin covid ya gak ada dananya , masuk ke tubuh kan maksudnya nah jadi kalo ada yg menuntut ganti rugi karena efek busuk vaksin atau minta ditanggung biaya pengobatan akibat suntikan vaksin covid ya gak ada dananya ,masuk ke tubuh kan maksudnya nah jadi kalo ada yang menuntut ganti rugi karena efek busuk vaksin atau minta ditanggung biaya pengobatan akibat suntikan vaksin covid ya gak ada dananya,"['masuk', 'ke', 'tubuh', 'kan', 'maksudnya', 'nah', 'jadi', 'kalo', 'ada', 'yang', 'menuntut', 'ganti', 'rugi', 'karena', 'efek', 'busuk', 'vaksin', 'atau', 'minta', 'ditanggung', 'biaya', 'pengobatan', 'akibat', 'suntikan', 'vaksin', 'covid', 'ya', 'gak', 'ada', 'dananya']","['masuk', 'tubuh', 'kan', 'maksudnya', 'nah', 'jadi', 'kalo', 'menuntut', 'ganti', 'rugi', 'efek', 'busuk', 'vaksin', 'minta', 'ditanggung', 'biaya', 'pengobatan', 'akibat', 'suntikan', 'vaksin', 'covid', 'gak', 'dananya']"
1672,@Muhaemi94699692 @AREAJULID Efek vaksin bro, Efek vaksin bro, efek vaksin bro,efek vaksin bro,"['efek', 'vaksin', 'bro']","['efek', 'vaksin', 'bro']"
1673,@komedigelaap Efek vaksin polio, Efek vaksin polio, efek vaksin polio,efek vaksin polio,"['efek', 'vaksin', 'polio']","['efek', 'vaksin', 'polio']"
1674,@ndagels Adakah ini efek vaksin?, Adakah ini efek vaksin , adakah ini efek vaksin ,adakah ini efek vaksin,"['adakah', 'ini', 'efek', 'vaksin']","['adakah', 'efek', 'vaksin']"
1675,"@jellypop___ harapannya nanti kalo kita kena penyakit yang memerlukan vaksin, efek sakitnya ga begitu parah karena tubuh kita udah kenal sama virusnya.", harapannya nanti kalo kita kena penyakit yang memerlukan vaksin efek sakitnya ga begitu parah karena tubuh kita udah kenal sama virusnya , harapannya nanti kalo kita kena penyakit yang memerlukan vaksin efek sakitnya ga begitu parah karena tubuh kita udah kenal sama virusnya ,harapannya nanti kalo kita kena penyakit yang memerlukan vaksin efek sakitnya gak begitu parah karena tubuh kita sudah kenal sama virusnya,"['harapannya', 'nanti', 'kalo', 'kita', 'kena', 'penyakit', 'yang', 'memerlukan', 'vaksin', 'efek', 'sakitnya', 'gak', 'begitu', 'parah', 'karena', 'tubuh', 'kita', 'sudah', 'kenal', 'sama', 'virusnya']","['harapannya', 'kalo', 'kena', 'penyakit', 'memerlukan', 'vaksin', 'efek', 'sakitnya', 'gak', 'parah', 'tubuh', 'kenal', 'sama', 'virusnya']"
1676,ni laper mulu kayaknya efek vaksin dah,ni laper mulu kayaknya efek vaksin dah,ni laper mulu kayaknya efek vaksin dah,ni laper mulu kayanya efek vaksin dah,"['ni', 'laper', 'mulu', 'kayanya', 'efek', 'vaksin', 'dah']","['ni', 'laper', 'mulu', 'kayanya', 'efek', 'vaksin', 'dah']"
1677,"Efek vaksin booster ke 2 (dosis ke 4) aku ngerasa laper banget, terus pusing dikit tapi di minumin panadol udah aman. Cuma bawaan nya pengen makan terus heheh",Efek vaksin booster ke dosis ke aku ngerasa laper banget terus pusing dikit tapi di minumin panadol udah aman Cuma bawaan nya pengen makan terus heheh,efek vaksin booster ke dosis ke aku ngerasa laper banget terus pusing dikit tapi di minumin panadol udah aman cuma bawaan nya pengen makan terus heheh,efek vaksin booster ke dosis ke aku ngerasa laper banget terus pusing dikit tapi di minumin panadol sudah aman cuma bawaan nya pengen makan terus heheh,"['efek', 'vaksin', 'booster', 'ke', 'dosis', 'ke', 'aku', 'ngerasa', 'laper', 'banget', 'terus', 'pusing', 'dikit', 'tapi', 'di', 'minumin', 'panadol', 'sudah', 'aman', 'cuma', 'bawaan', 'nya', 'pengen', 'makan', 'terus', 'heheh']","['efek', 'vaksin', 'booster', 'dosis', 'aku', 'ngerasa', 'laper', 'banget', 'terus', 'pusing', 'dikit', 'minumin', 'panadol', 'aman', 'cuma', 'bawaan', 'nya', 'pengen', 'makan', 'terus', 'heheh']"
